Instance,Cluster,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class
582,#42BC10,2,0,0,1,1,2,0,2,1,0,0,1,0,1,0,1,1,0,1,0,1
565,#42BC10,0,1,0,0,1,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1
628,#42BC10,0,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
430,#42BC10,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1
440,#42BC10,0,2,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1
490,#42BC10,0,2,0,1,1,0,2,0,1,0,1,1,0,0,0,0,2,2,1,0,1
562,#42BC10,0,1,1,1,2,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
566,#42BC10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
607,#42BC10,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,1,1,0,1,0,1
618,#42BC10,0,0,0,0,1,1,1,1,1,1,0,1,0,0,2,1,2,1,0,0,1
443,#42BC10,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1
604,#42BC10,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
494,#42BC10,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,0,1,1,1,0,1
518,#42BC10,0,0,0,1,2,0,0,2,2,0,1,0,0,0,0,2,1,0,1,0,1
533,#42BC10,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
551,#42BC10,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,1,0,1
1177,#2032A1,0,1,0,0,0,0,2,2,1,1,0,1,1,0,1,0,1,1,0,0,0
896,#2032A1,0,2,0,0,1,0,2,0,1,1,0,1,0,0,1,0,2,1,1,0,0
958,#2032A1,0,1,0,0,0,1,2,0,1,0,0,1,0,0,1,0,2,1,1,0,0
1003,#2032A1,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,1,0,0
1123,#2032A1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0
811,#2032A1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0
1019,#2032A1,0,1,1,1,1,2,0,0,1,1,0,2,0,0,2,0,1,0,1,0,0
1022,#2032A1,0,1,1,1,0,0,1,0,2,0,1,0,0,1,2,0,1,0,0,0,0
960,#2032A1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
966,#2032A1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0
1082,#2032A1,0,1,0,2,0,1,1,2,1,0,0,2,0,0,1,0,1,1,0,0,0
1163,#2032A1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0
1012,#2032A1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1127,#2032A1,0,0,1,0,2,0,0,1,0,0,0,1,0,1,2,0,1,1,0,0,0
884,#2032A1,0,1,1,0,0,1,2,0,1,0,0,0,0,1,1,0,1,1,0,0,0
1079,#2032A1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0
840,#2032A1,0,2,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0
942,#2032A1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0
1178,#2032A1,0,1,0,0,0,0,0,1,2,0,2,1,0,0,2,0,1,0,0,0,0
898,#2032A1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1145,#2032A1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
817,#2032A1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
881,#2032A1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0
859,#2032A1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,2,0,1,2,0,0,0
986,#2032A1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0
1026,#2032A1,0,0,0,0,0,1,1,2,0,0,1,1,0,0,1,0,1,0,0,0,0
889,#2032A1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,0,0
1124,#2032A1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1182,#2032A1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
868,#2032A1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,1,1,0,0,0
937,#2032A1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
812,#2032A1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
944,#2032A1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
830,#924CA5,0,0,1,1,1,2,1,0,1,0,0,1,0,2,0,1,2,0,0,0,0
137,#924CA5,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,2,1,1
1091,#924CA5,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
67,#924CA5,0,0,0,0,1,1,1,0,1,0,1,2,0,1,0,2,1,2,2,1,1
82,#924CA5,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,2,2,1,1
906,#924CA5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0
7,#924CA5,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,2,0,2,1,1
64,#924CA5,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1,1
72,#924CA5,0,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,2,0,2,1,1
56,#924CA5,0,2,0,0,1,2,0,1,1,0,1,0,0,0,1,1,1,1,2,1,1
192,#924CA5,0,1,1,0,1,1,1,0,2,0,0,1,0,1,0,0,0,0,2,1,1
290,#924CA5,0,1,0,0,1,0,1,2,1,0,0,1,0,0,0,0,1,1,2,2,1
1137,#924CA5,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
900,#924CA5,0,1,1,0,0,0,1,2,2,1,0,1,0,1,0,0,1,1,0,0,0
1144,#924CA5,0,0,0,0,0,1,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0
823,#924CA5,0,0,0,0,1,0,1,2,1,1,0,2,0,0,1,0,2,0,0,0,0
1089,#924CA5,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
945,#924CA5,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
848,#924CA5,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0
961,#924CA5,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0
1186,#924CA5,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0
824,#924CA5,0,1,1,0,1,2,0,1,2,0,1,0,0,0,0,0,1,2,0,0,0
808,#924CA5,0,0,1,0,1,0,1,0,2,0,0,1,0,1,0,0,2,0,0,0,0
803,#924CA5,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0
923,#924CA5,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1176,#69945E,0,1,0,1,0,0,1,1,1,0,0,1,0,2,0,1,2,1,1,0,0
865,#69945E,0,0,0,1,0,0,2,1,0,0,0,1,1,1,2,1,1,1,1,0,0
1053,#69945E,0,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0
1076,#69945E,0,1,0,0,0,0,2,1,1,1,0,2,0,0,0,0,0,0,1,0,0
856,#69945E,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0
1072,#69945E,0,2,0,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,1,0,0
815,#69945E,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0
858,#69945E,0,1,0,0,0,1,0,1,0,0,1,2,0,0,2,0,1,1,1,0,0
855,#69945E,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
860,#69945E,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
869,#69945E,0,0,0,1,0,2,1,2,1,1,1,0,0,0,1,1,0,0,1,0,0
1187,#69945E,0,1,0,2,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
866,#69945E,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0
1161,#69945E,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
968,#69945E,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0
975,#69945E,0,0,0,0,1,0,2,2,0,0,0,0,0,1,1,1,1,0,1,0,0
983,#69945E,0,0,0,0,0,2,1,1,0,0,1,0,0,1,2,1,1,1,1,0,0
1102,#69945E,0,2,0,0,0,2,1,2,0,0,0,1,0,0,0,1,2,1,1,0,0
834,#69945E,0,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1185,#69945E,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0
1105,#69945E,0,1,0,2,0,0,1,1,0,0,2,0,0,0,1,1,1,0,0,0,0
1199,#69945E,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,2,1,1,0,0
882,#69945E,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
1118,#69945E,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
940,#69945E,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,1,0,1,0,0
1075,#69945E,0,1,0,0,1,1,1,1,0,0,0,0,1,1,2,1,2,0,1,0,0
851,#69945E,0,2,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0
826,#69945E,0,2,0,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1078,#69945E,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
1059,#69945E,0,1,1,0,0,0,2,0,0,0,1,2,0,1,0,1,1,0,1,0,0
1106,#69945E,0,1,1,0,0,2,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1174,#69945E,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0
907,#69945E,0,2,0,0,0,1,2,0,1,0,0,1,0,0,0,2,0,1,1,0,0
913,#69945E,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,2,1,0,0
1016,#42D005,0,1,1,0,1,2,2,2,0,1,1,1,0,0,2,1,2,0,0,0,0
818,#42D005,0,1,0,0,0,0,0,1,0,1,0,2,0,0,2,2,0,0,0,0,0
1025,#42D005,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
957,#42D005,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0
1112,#42D005,0,1,1,0,2,1,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0
847,#42D005,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0
1061,#42D005,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
240,#42D005,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,2,2,1,1
308,#42D005,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,1,0,2,2,1,1
0,#42D005,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,1,1,2,2,1,1
157,#42D005,0,1,0,0,1,1,2,1,0,0,0,2,0,0,2,1,1,1,2,1,1
191,#42D005,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,2,1,1
183,#42D005,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,2,1,1
187,#42D005,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,1,2,1,1
91,#42D005,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,1,2,1,2,1,1
288,#42D005,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,2,2,1,2,1,1
319,#42D005,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,0,2,0,2,1,1
229,#42D005,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,1,0,2,1,1
29,#42D005,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,2,1,1
58,#42D005,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1
1151,#42D005,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0
1024,#42D005,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0
1115,#42D005,0,1,0,1,0,1,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0
171,#42D005,0,1,0,1,1,1,2,0,0,0,1,1,0,0,1,0,0,0,2,1,1
340,#42D005,0,0,1,1,1,0,2,0,0,0,2,0,0,1,0,1,0,1,2,1,1
184,#42D005,0,1,2,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,2,1,1
267,#42D005,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,2,1,1
153,#42D005,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,2,2,1
326,#42D005,0,1,1,1,1,0,2,2,0,0,0,1,0,0,0,1,1,1,2,1,1
365,#42D005,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,2,1,1
84,#42D005,0,1,0,1,1,0,0,2,0,0,1,1,0,0,1,0,0,0,2,1,1
364,#42D005,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1
385,#42D005,0,2,1,1,1,0,2,0,0,1,2,2,0,0,0,0,2,0,2,2,1
20,#42D005,0,2,0,1,1,1,2,0,0,0,1,1,0,0,2,2,0,0,2,1,1
321,#42D005,0,0,1,1,1,1,0,0,0,0,0,2,0,0,2,1,1,2,2,1,1
827,#F20083,0,1,1,0,0,2,0,1,0,0,2,1,1,0,0,1,0,1,0,0,0
350,#F20083,1,1,0,0,1,0,2,0,0,0,0,1,1,0,1,1,1,1,2,2,1
75,#F20083,0,1,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,2,1,1
162,#F20083,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,2,2,1
221,#F20083,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0,1,0,0,2,1,1
954,#F20083,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
977,#F20083,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1047,#F20083,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0
893,#F20083,0,1,1,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
198,#F20083,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,2,1,1
924,#F20083,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,0,1,0,0,0,0
936,#F20083,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1004,#F20083,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,0,0,0,0
1193,#F20083,0,0,0,0,0,1,1,0,1,0,0,2,1,0,1,1,1,0,0,0,0
1057,#F20083,0,1,0,0,1,1,0,1,0,0,0,2,1,0,0,1,2,1,0,0,0
1064,#F20083,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0
887,#F20083,0,0,0,0,1,0,0,1,0,0,1,1,1,2,1,1,2,2,0,0,0
1029,#F20083,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,2,0,0,0,0
1040,#B15C7B,0,1,0,2,2,1,0,1,0,0,0,2,0,1,0,2,1,1,0,0,0
820,#B15C7B,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1125,#B15C7B,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
959,#B15C7B,0,2,0,0,1,0,0,0,0,0,1,1,1,2,0,2,1,1,0,0,0
1156,#B15C7B,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0
1042,#B15C7B,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2,0,0,0
805,#B15C7B,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1191,#B15C7B,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1107,#B15C7B,0,1,0,0,1,2,2,1,0,0,1,0,0,0,0,1,2,0,0,0,0
852,#B15C7B,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0
912,#B15C7B,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0
1051,#B15C7B,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1041,#B15C7B,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0
1149,#B15C7B,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0
1158,#B15C7B,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
876,#B15C7B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
969,#B15C7B,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
810,#B15C7B,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,2,1,0,0,0,0
917,#B15C7B,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
1081,#B15C7B,0,1,0,1,0,2,1,0,1,0,1,1,0,0,1,1,2,1,0,0,0
1128,#B15C7B,0,2,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0
80,#B15C7B,0,2,0,1,0,1,1,1,1,0,1,0,0,2,2,0,1,1,2,1,1
249,#B15C7B,0,1,0,1,1,1,1,1,1,0,0,2,0,1,2,1,1,1,2,1,1
991,#B15C7B,0,0,2,1,0,1,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0
886,#B15C7B,0,1,1,2,0,1,1,1,0,0,0,1,0,0,1,2,2,0,0,0,0
