Instance,Cluster,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class
490,#EF2341,0,2,0,1,1,0,2,0,1,0,1,1,0,0,0,0,2,2,1,0,1
562,#EF2341,0,1,1,1,2,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
566,#EF2341,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
607,#EF2341,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,1,1,0,1,0,1
618,#EF2341,0,0,0,0,1,1,1,1,1,1,0,1,0,0,2,1,2,1,0,0,1
443,#EF2341,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1
604,#EF2341,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
494,#EF2341,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,0,1,1,1,0,1
518,#EF2341,0,0,0,1,2,0,0,2,2,0,1,0,0,0,0,2,1,0,1,0,1
533,#EF2341,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
551,#EF2341,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,1,0,1
471,#EF2341,0,0,0,0,0,2,2,1,0,1,0,1,1,0,1,2,0,0,1,0,1
698,#EF2341,0,0,0,0,1,2,2,1,0,0,0,1,1,0,1,1,2,0,0,0,1
468,#EF2341,1,1,0,0,0,1,2,1,0,0,0,1,1,0,1,1,0,0,1,0,1
483,#EF2341,0,0,0,1,0,1,2,2,0,0,0,0,2,1,1,0,0,2,0,0,1
647,#EF2341,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1
743,#EF2341,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1
439,#EF2341,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
626,#EF2341,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
433,#EF2341,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1
663,#EF2341,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
414,#EF2341,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,0,1,0,0,0,1
489,#EF2341,0,1,1,2,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1
480,#EF2341,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,2,1,1,0,1
486,#EF2341,0,2,1,0,1,2,2,1,0,0,0,1,1,0,0,0,2,1,1,0,1
655,#EF2341,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,2,1,0,1
702,#EF2341,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1
612,#EF2341,0,0,0,0,1,1,2,0,0,0,1,1,1,0,0,1,2,0,0,0,1
1564,#EF2341,0,1,0,1,1,0,0,1,0,0,1,2,1,0,0,1,1,0,2,1,0
564,#EF2341,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1
575,#EF2341,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
598,#EF2341,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1
699,#EF2341,1,0,0,1,0,0,2,2,0,0,0,1,1,0,0,0,1,0,0,0,1
768,#EF2341,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1
770,#EF2341,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1
463,#EF2341,0,1,1,1,0,1,2,0,0,0,0,1,1,0,0,1,1,0,1,0,1
676,#EF2341,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
686,#EF2341,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
732,#EF2341,0,1,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
508,#EF2341,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,2,0,0,0,1
609,#EF2341,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,2,0,1,0,0,1
771,#EF2341,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
658,#EF2341,0,1,0,0,0,2,2,1,0,2,2,2,0,0,0,0,0,0,0,0,1
447,#EF2341,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1
467,#EF2341,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,1
580,#EF2341,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1
444,#EF2341,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
762,#EF2341,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,0,0,1
519,#EF2341,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,2,1,0,1
521,#EF2341,0,0,0,1,0,1,2,0,0,0,0,1,0,0,2,0,2,0,0,0,1
652,#EF2341,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,1,1,1,1,0,1
759,#EF2341,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1
646,#EF2341,0,1,0,1,0,1,2,0,0,0,0,2,0,0,0,1,0,0,1,0,1
758,#EF2341,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1
631,#EF2341,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1
624,#EF2341,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
694,#EF2341,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1
585,#EF2341,0,2,1,0,0,1,0,2,0,1,0,0,0,0,2,0,1,1,1,0,1
737,#EF2341,0,1,1,0,0,1,0,0,0,1,1,1,0,1,2,1,2,1,1,0,1
763,#EF2341,0,1,1,0,0,1,2,0,0,1,1,1,0,1,0,0,1,2,1,0,1
656,#EF2341,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1
671,#EF2341,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
724,#EF2341,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
669,#EF2341,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,1,2,1,1,0,1
558,#EF2341,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1
662,#EF2341,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1
725,#EF2341,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
635,#EF2341,1,1,1,0,0,0,1,1,0,1,0,1,0,1,2,0,2,0,0,0,1
606,#EF2341,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1
464,#EF2341,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
712,#EF2341,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
793,#EF2341,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
426,#EF2341,2,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,1
790,#EF2341,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,#EF2341,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,2,0,1,0,1
649,#EF2341,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
695,#EF2341,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
553,#EF2341,0,1,0,0,0,0,1,2,0,0,2,1,0,0,0,0,2,2,0,0,1
767,#EF2341,0,1,0,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,0,1
561,#EF2341,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,2,0,0,0,1
504,#EF2341,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1
570,#EF2341,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,1,0,1
502,#EF2341,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,1
782,#EF2341,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1
432,#EF2341,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1
654,#EF2341,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
534,#EF2341,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,1
503,#EF2341,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,2,0,0,0,1
408,#EF2341,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
611,#EF2341,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,1
674,#EF2341,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
466,#EF2341,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1
633,#EF2341,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,2,0,0,0,1
535,#EF2341,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,1
546,#EF2341,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1
547,#EF2341,0,0,0,1,0,2,1,2,0,0,0,1,0,0,0,1,1,0,0,0,1
648,#EF2341,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
488,#EF2341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1
641,#EF2341,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,2,2,2,0,0,1
586,#EF2341,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,2,1,1,0,1
588,#EF2341,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1
696,#EF2341,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
746,#EF2341,0,0,0,1,0,1,1,0,0,0,2,1,0,2,0,2,1,0,1,0,1
473,#EF2341,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
659,#EF2341,0,1,1,1,0,1,1,1,0,0,2,1,0,0,0,1,1,0,0,0,1
736,#EF2341,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
446,#EF2341,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
766,#EF2341,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
777,#EF2341,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1
458,#EF2341,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
660,#EF2341,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1
451,#EF2341,0,1,0,1,0,0,0,2,0,0,1,0,0,0,2,2,1,0,0,0,1
496,#EF2341,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1
636,#EF2341,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,1,0,0,1
583,#EF2341,0,2,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
495,#EF2341,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
599,#EF2341,0,1,0,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
438,#EF2341,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,2,1,0,1
728,#EF2341,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
427,#EF2341,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1
415,#EF2341,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1
552,#EF2341,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
572,#EF2341,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
670,#EF2341,0,2,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
411,#EF2341,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1
718,#EF2341,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1
577,#EF2341,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
753,#EF2341,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
569,#EF2341,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
403,#EF2341,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
484,#EF2341,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
726,#EF2341,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1
754,#EF2341,0,2,1,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,0,1
761,#EF2341,0,1,0,0,0,1,1,1,0,0,0,2,0,0,2,1,0,0,0,0,1
507,#EF2341,0,2,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1
645,#EF2341,0,1,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1
739,#EF2341,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1
505,#EF2341,0,0,1,1,0,0,2,0,0,0,1,2,0,0,0,1,1,1,1,0,1
781,#EF2341,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1
709,#EF2341,1,0,1,1,0,2,1,0,0,0,0,2,0,0,2,1,1,1,1,0,1
462,#EF2341,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,1,1,0,1
713,#EF2341,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,1,0,1
596,#EF2341,0,2,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1
637,#EF2341,0,1,0,0,1,0,1,1,0,0,1,2,0,0,0,1,2,1,0,0,1
755,#EF2341,0,1,0,0,1,0,1,1,0,1,1,2,0,0,0,0,1,0,0,0,1
795,#EF2341,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1
722,#EF2341,0,2,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1
567,#EF2341,0,2,0,0,0,0,1,0,0,0,0,2,0,1,2,0,1,0,1,0,1
454,#EF2341,0,1,0,1,1,1,0,1,0,0,0,2,0,0,2,1,2,0,1,0,1
528,#EF2341,0,1,1,1,1,0,2,1,0,0,1,2,0,1,0,0,1,1,1,0,1
747,#EF2341,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1
706,#EF2341,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,1
740,#EF2341,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
405,#EF2341,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
556,#EF2341,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
773,#EF2341,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1
591,#EF2341,1,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1
707,#EF2341,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
401,#EF2341,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
465,#EF2341,0,1,0,1,1,1,2,0,0,0,1,0,0,1,0,0,2,1,0,0,1
765,#EF2341,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
710,#EF2341,0,1,0,0,2,1,1,0,0,0,0,1,0,0,2,0,1,1,0,0,1
525,#EF2341,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
532,#EF2341,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1
593,#EF2341,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
479,#EF2341,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,1,0,1,0,1
559,#EF2341,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
524,#EF2341,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
642,#EF2341,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1
540,#EF2341,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1
693,#EF2341,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1
788,#EF2341,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1
780,#EF2341,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,2,0,0,1
487,#EF2341,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
601,#EF2341,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
429,#EF2341,0,0,0,2,1,0,2,1,0,0,1,1,0,1,2,2,0,0,0,0,1
492,#EF2341,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,2,1,0,0,1
730,#EF2341,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
497,#EF2341,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
794,#EF2341,0,1,0,1,1,1,2,1,0,0,0,1,0,0,0,0,2,0,1,0,1
731,#EF2341,1,0,2,0,1,0,0,1,0,0,0,1,0,2,2,0,0,1,1,0,1
