ClusterID: #42BC10
Instance Label,True Group,,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class
623,Model_1,,0,2,0,0,0,1,2,2,1,0,0,1,0,1,0,0,1,0,0,0,1
419,Model_1,,0,1,0,2,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1
776,Model_1,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
574,Model_1,,1,0,0,0,0,1,2,1,1,1,1,1,0,0,0,1,1,1,0,0,1
651,Model_1,,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,1,0,2,0,0,1
578,Model_1,,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
563,Model_1,,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1
573,Model_1,,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
428,Model_1,,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1
449,Model_1,,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,2,0,0,0,1
520,Model_1,,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
704,Model_1,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1
442,Model_1,,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2,1,0,0,1
448,Model_1,,1,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1
539,Model_1,,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1
632,Model_1,,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
482,Model_1,,0,0,1,1,0,0,0,1,1,1,0,2,1,1,0,0,1,1,0,0,1
643,Model_1,,0,2,0,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,0,0,1
404,Model_1,,0,1,0,0,1,0,1,2,1,0,0,1,1,0,0,0,0,2,0,0,1
640,Model_1,,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,2,1,0,0,1
769,Model_1,,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
622,Model_1,,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
584,Model_1,,0,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1
616,Model_1,,0,1,2,0,0,2,0,0,1,0,1,2,1,1,0,1,0,1,0,0,1
582,Model_1,,2,0,0,1,1,2,0,2,1,0,0,1,0,1,0,1,1,0,1,0,1
565,Model_1,,0,1,0,0,1,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1
628,Model_1,,0,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
430,Model_1,,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1
440,Model_1,,0,2,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1
490,Model_1,,0,2,0,1,1,0,2,0,1,0,1,1,0,0,0,0,2,2,1,0,1
562,Model_1,,0,1,1,1,2,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
566,Model_1,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
607,Model_1,,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,1,1,0,1,0,1
618,Model_1,,0,0,0,0,1,1,1,1,1,1,0,1,0,0,2,1,2,1,0,0,1
443,Model_1,,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1
604,Model_1,,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
494,Model_1,,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,0,1,1,1,0,1
518,Model_1,,0,0,0,1,2,0,0,2,2,0,1,0,0,0,0,2,1,0,1,0,1
533,Model_1,,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
551,Model_1,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,1,0,1
AT Sums:
M1P0,N0,N12,N9,N14,N2,N4,N13,N10,N17,N6,N3,N16,N15,N1,N8,N5,N11,N7,M0P0
106.0,23.379749633503284,18.76012973242939,17.925418352791546,17.826555043107543,15.765212115085705,15.488918147422936,15.261996907268484,13.295897697922376,12.099670548120589,12.006072425436084,11.486723549985916,10.45959878465314,10.074927861525886,9.865834162983019,8.800769763450461,8.54687950455729,8.1390053036712,7.308893423717534,6.830432801435102
True Group Composition:
Model_1
0.9999999999999999
True Class Composition:
1,0
0.820754716981132,0.1792452830188679

ClusterID: #42D005
Instance Label,True Group,,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class
1016,Model_0,,0,1,1,0,1,2,2,2,0,1,1,1,0,0,2,1,2,0,0,0,0
818,Model_0,,0,1,0,0,0,0,0,1,0,1,0,2,0,0,2,2,0,0,0,0,0
1025,Model_0,,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
957,Model_0,,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0
1112,Model_0,,0,1,1,0,2,1,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0
847,Model_0,,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0
1061,Model_0,,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
240,Model_0,,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,2,2,1,1
308,Model_0,,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,1,0,2,2,1,1
0,Model_0,,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,1,1,2,2,1,1
157,Model_0,,0,1,0,0,1,1,2,1,0,0,0,2,0,0,2,1,1,1,2,1,1
191,Model_0,,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,2,1,1
183,Model_0,,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,2,1,1
187,Model_0,,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,1,2,1,1
91,Model_0,,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,1,2,1,2,1,1
288,Model_0,,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,2,2,1,2,1,1
319,Model_0,,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,0,2,0,2,1,1
229,Model_0,,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,1,0,2,1,1
29,Model_0,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,2,1,1
58,Model_0,,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1
1151,Model_0,,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0
1024,Model_0,,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0
1115,Model_0,,0,1,0,1,0,1,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0
171,Model_0,,0,1,0,1,1,1,2,0,0,0,1,1,0,0,1,0,0,0,2,1,1
340,Model_0,,0,0,1,1,1,0,2,0,0,0,2,0,0,1,0,1,0,1,2,1,1
184,Model_0,,0,1,2,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,2,1,1
267,Model_0,,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,2,1,1
153,Model_0,,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,2,2,1
326,Model_0,,0,1,1,1,1,0,2,2,0,0,0,1,0,0,0,1,1,1,2,1,1
365,Model_0,,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,2,1,1
84,Model_0,,0,1,0,1,1,0,0,2,0,0,1,1,0,0,1,0,0,0,2,1,1
364,Model_0,,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1
385,Model_0,,0,2,1,1,1,0,2,0,0,1,2,2,0,0,0,0,2,0,2,2,1
20,Model_0,,0,2,0,1,1,1,2,0,0,0,1,1,0,0,2,2,0,0,2,1,1
321,Model_0,,0,0,1,1,1,1,0,0,0,0,0,2,0,0,2,1,1,2,2,1,1
AT Sums:
M0P0,N0,N8,N12,N9,N14,N3,N13,N17,N10,N2,N5,N7,N1,N6,N16,N15,N11,N4,M1P0
35.0,11.781913545117819,10.187203586251222,8.885146612051303,5.800356754266219,5.121217836241288,4.57100472815557,4.458503638609552,3.7020216637380443,3.552148416495389,3.4413000259806137,2.9892521810006656,2.944197359281445,2.6295094711352744,2.320868247056632,2.3088116839149393,2.242453928685165,2.154560725512261,2.063311393338908,1.9886003791390798
True Group Composition:
Model_0
1.0000000000000002
True Class Composition:
1,0
0.7142857142857144,0.28571428571428575

ClusterID: #2C8C60
Instance Label,True Group,,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class
1430,Model_1,,0,1,0,1,2,0,1,1,1,1,0,1,1,1,2,1,1,1,0,2,0
1250,Model_1,,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,1,2,0,1,2,0
1153,Model_0,,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,1,2,0,0,2,0
1451,Model_1,,0,0,0,1,2,2,0,0,1,0,1,0,0,0,2,1,0,0,0,2,0
1386,Model_1,,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,1,1,2,0
1228,Model_1,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,2,0
1537,Model_1,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,2,0
1558,Model_1,,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
1083,Model_0,,0,1,0,0,1,2,1,1,2,0,1,2,0,1,0,1,0,1,0,2,0
1406,Model_1,,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0
1400,Model_1,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,2,0
1273,Model_1,,0,1,0,0,0,2,1,0,1,0,0,1,0,1,1,1,1,0,0,2,0
1379,Model_1,,0,0,1,0,2,0,1,0,1,0,0,1,0,0,1,1,1,2,0,2,0
1237,Model_1,,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,2,0
1262,Model_1,,0,1,0,0,1,0,1,1,1,1,1,2,0,1,1,1,0,0,0,2,0
878,Model_0,,0,2,0,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,2,0
1420,Model_1,,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0
1253,Model_1,,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,2,0
1418,Model_1,,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,2,0
1424,Model_1,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0
1216,Model_1,,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,2,0,2,0
1096,Model_0,,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0
1210,Model_1,,0,2,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0
1343,Model_1,,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0
1005,Model_0,,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,2,0
1200,Model_1,,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,2,0
1517,Model_1,,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0
1256,Model_1,,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2,1,0,1,0,2,0
1302,Model_1,,0,2,0,0,2,0,1,0,0,1,0,1,0,0,1,1,1,0,0,2,0
1525,Model_1,,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,0,2,0
1155,Model_0,,0,1,0,1,0,0,0,2,0,2,0,1,0,0,1,1,1,1,0,2,0
1520,Model_1,,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,2,0
838,Model_0,,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,2,0,0,2,0
1401,Model_1,,0,1,1,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,2,0
1442,Model_1,,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2,0
1431,Model_1,,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,2,0
1048,Model_0,,0,0,1,1,1,2,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0
1595,Model_1,,0,0,1,1,0,0,1,0,0,0,0,2,0,1,1,0,1,0,0,2,0
1579,Model_1,,0,0,1,2,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,2,0
1486,Model_1,,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0
1553,Model_1,,0,1,1,0,1,0,1,1,0,0,1,1,0,2,2,1,1,1,0,2,0
1598,Model_1,,0,0,1,2,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,2,0
1588,Model_1,,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1,1,2,2,0,2,0
1230,Model_1,,0,1,1,0,0,1,2,0,0,0,0,2,0,0,1,1,2,1,0,2,0
1368,Model_1,,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
1293,Model_1,,0,2,0,1,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,2,0
1189,Model_0,,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,1,0,0,2,0
1528,Model_1,,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0,0,2,0
1466,Model_1,,0,1,0,0,0,0,2,0,0,0,0,2,1,1,1,1,2,0,0,2,0
1312,Model_1,,0,1,0,0,0,1,1,1,0,0,0,2,0,1,0,1,2,1,1,2,0
1017,Model_0,,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,2,0
1565,Model_1,,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,2,0,1,2,0
AT Sums:
M0P0,M1P0,N0,N8,N9,N2,N12,N14,N13,N15,N7,N5,N4,N10,N17,N3,N11,N6,N16,N1
52.0,29.93956310919261,20.997780536843223,15.236658948318475,12.126443046862008,11.671181699317955,10.570208325374619,7.211234658141884,7.086839921792898,6.400357305557593,6.156957019684642,6.0824862531530615,5.969773827345398,5.901209125535104,5.832191431073285,5.737340871397987,4.784701667341038,4.403828263819503,3.426648317420637,3.3953998520265976
True Group Composition:
Model_1,Model_0
0.8076923076923082,0.1923076923076923
True Class Composition:
0
1.0000000000000009

ClusterID: #0705D4
Instance Label,True Group,,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class
234,Model_0,,0,1,0,0,1,1,1,1,0,0,1,2,1,0,1,0,2,1,2,0,1
398,Model_0,,0,0,0,0,1,0,1,0,0,0,2,2,1,0,1,0,0,0,2,0,1
272,Model_0,,0,1,0,1,0,1,1,1,0,0,1,2,1,0,0,0,1,1,2,0,1
69,Model_0,,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,2,2,0,1
760,Model_1,,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,1,1,0,2,0,1
115,Model_0,,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,2,0,1,2,0,1
286,Model_0,,0,0,0,2,1,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,1
435,Model_1,,0,1,1,0,0,1,1,1,0,0,0,0,1,2,0,1,0,1,2,0,1
328,Model_0,,0,0,0,0,0,1,1,1,0,0,1,2,1,0,0,1,2,1,2,0,1
336,Model_0,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,1,2,0,1
314,Model_0,,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,2,0,2,0,1
63,Model_0,,0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,2,0,1
363,Model_0,,0,1,1,0,0,2,0,0,0,0,1,1,1,1,0,1,2,0,2,0,1
316,Model_0,,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,2,0,1
383,Model_0,,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,0,1
57,Model_0,,0,0,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,0,2,0,1
78,Model_0,,0,0,1,0,2,1,2,1,0,1,1,1,1,0,0,0,1,0,2,0,1
368,Model_0,,0,0,2,0,2,0,1,0,0,1,0,1,1,0,0,1,0,0,2,0,1
220,Model_0,,0,1,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,2,0,1
237,Model_0,,0,0,0,0,2,0,1,1,0,0,1,1,1,0,1,1,1,1,2,0,1
AT Sums:
M0P0,M1P0,N8,N0,N14,N9,N4,N3,N17,N13,N2,N10,N1,N15,N5,N16,N11,N7,N6,N12
18.853150309145995,18.740295662266853,8.051859630306833,7.440043840211604,5.0949551980027845,4.704340204715478,4.416123714211315,4.310818615741183,3.4231821708873955,3.114007960955587,3.007368158930852,2.5891768506288253,2.4672253446372503,2.4388084642328245,2.2877144152950413,2.163082989491729,2.1388630962948874,1.96979843509939,1.650978688748214,0.24953270226203297
True Group Composition:
Model_0,Model_1
0.9000000000000002,0.1
True Class Composition:
1
1.0000000000000002

ClusterID: #006158
Instance Label,True Group,,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class
280,Model_0,,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,2,0,1
283,Model_0,,1,2,0,1,0,1,0,1,1,0,0,0,0,0,2,0,1,1,2,0,1
93,Model_0,,1,1,0,1,0,0,0,1,1,0,1,2,0,0,0,0,2,1,2,0,1
343,Model_0,,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1
522,Model_1,,1,1,0,0,0,1,2,0,1,0,1,1,0,1,0,0,1,1,2,0,1
222,Model_0,,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,2,0,1
241,Model_0,,0,0,0,0,0,0,2,1,1,0,0,2,0,1,1,1,0,1,2,0,1
102,Model_0,,1,1,0,0,0,0,0,2,1,0,1,1,0,0,1,1,2,1,2,0,1
106,Model_0,,0,1,0,0,0,1,2,2,1,0,0,1,0,1,1,1,2,1,2,0,1
688,Model_1,,0,0,2,1,0,1,0,0,2,0,1,2,0,1,1,1,2,0,2,0,1
294,Model_0,,0,1,0,2,0,2,1,0,1,0,1,0,0,1,0,0,2,0,2,0,1
53,Model_0,,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,2,0,1
289,Model_0,,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,1
22,Model_0,,0,0,0,1,0,1,2,2,1,0,0,1,0,0,1,0,1,0,2,0,1
733,Model_1,,0,2,0,2,0,1,1,1,1,0,1,1,0,1,1,1,1,0,2,0,1
12,Model_0,,0,1,0,1,0,1,0,0,1,0,0,2,0,1,2,0,0,0,2,0,1
116,Model_0,,0,1,1,1,0,1,0,1,1,0,0,2,0,0,2,0,2,0,2,0,1
100,Model_0,,0,1,0,0,0,0,0,1,1,0,0,2,0,0,2,1,2,1,2,0,1
111,Model_0,,0,0,1,0,0,0,2,1,1,0,1,0,0,0,2,1,1,0,2,0,1
130,Model_0,,0,0,0,0,0,0,1,2,1,0,0,1,0,0,2,1,1,1,2,0,1
88,Model_0,,0,0,0,0,0,1,0,2,1,1,2,2,0,0,0,1,0,1,2,0,1
228,Model_0,,0,0,2,0,0,2,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1
108,Model_0,,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,2,0,1
349,Model_0,,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,0,2,0,1
230,Model_0,,0,2,0,1,0,0,2,1,1,1,0,1,0,1,0,0,2,0,2,0,1
85,Model_0,,0,1,0,1,0,2,1,1,1,1,1,0,0,1,0,1,1,0,2,0,1
232,Model_0,,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,1,2,0,2,0,1
391,Model_0,,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,2,0,1
10,Model_0,,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,1,2,0,1
113,Model_0,,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,2,0,1
117,Model_0,,0,2,0,0,0,0,1,1,1,0,0,0,0,2,1,0,2,1,2,0,1
