ClusterID: #F29BC3
Instance Label,True Group,,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class
623,Model_1,,0,2,0,0,0,1,2,2,1,0,0,1,0,1,0,0,1,0,0,0,1
419,Model_1,,0,1,0,2,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1
776,Model_1,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
574,Model_1,,1,0,0,0,0,1,2,1,1,1,1,1,0,0,0,1,1,1,0,0,1
651,Model_1,,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,1,0,2,0,0,1
578,Model_1,,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
563,Model_1,,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1
573,Model_1,,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
428,Model_1,,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1
449,Model_1,,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,2,0,0,0,1
520,Model_1,,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
704,Model_1,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1
442,Model_1,,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2,1,0,0,1
448,Model_1,,1,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1
539,Model_1,,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1
632,Model_1,,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
482,Model_1,,0,0,1,1,0,0,0,1,1,1,0,2,1,1,0,0,1,1,0,0,1
643,Model_1,,0,2,0,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,0,0,1
404,Model_1,,0,1,0,0,1,0,1,2,1,0,0,1,1,0,0,0,0,2,0,0,1
640,Model_1,,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,2,1,0,0,1
769,Model_1,,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
622,Model_1,,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
584,Model_1,,0,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1
616,Model_1,,0,1,2,0,0,2,0,0,1,0,1,2,1,1,0,1,0,1,0,0,1
582,Model_1,,2,0,0,1,1,2,0,2,1,0,0,1,0,1,0,1,1,0,1,0,1
565,Model_1,,0,1,0,0,1,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1
628,Model_1,,0,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
430,Model_1,,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1
440,Model_1,,0,2,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1
490,Model_1,,0,2,0,1,1,0,2,0,1,0,1,1,0,0,0,0,2,2,1,0,1
562,Model_1,,0,1,1,1,2,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
566,Model_1,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
607,Model_1,,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,1,1,0,1,0,1
618,Model_1,,0,0,0,0,1,1,1,1,1,1,0,1,0,0,2,1,2,1,0,0,1
443,Model_1,,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1
604,Model_1,,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
494,Model_1,,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,0,1,1,1,0,1
518,Model_1,,0,0,0,1,2,0,0,2,2,0,1,0,0,0,0,2,1,0,1,0,1
533,Model_1,,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
551,Model_1,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,1,0,1
471,Model_1,,0,0,0,0,0,2,2,1,0,1,0,1,1,0,1,2,0,0,1,0,1
698,Model_1,,0,0,0,0,1,2,2,1,0,0,0,1,1,0,1,1,2,0,0,0,1
468,Model_1,,1,1,0,0,0,1,2,1,0,0,0,1,1,0,1,1,0,0,1,0,1
483,Model_1,,0,0,0,1,0,1,2,2,0,0,0,0,2,1,1,0,0,2,0,0,1
647,Model_1,,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1
743,Model_1,,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1
439,Model_1,,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
626,Model_1,,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
433,Model_1,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1
663,Model_1,,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
414,Model_1,,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,0,1,0,0,0,1
489,Model_1,,0,1,1,2,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1
480,Model_1,,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,2,1,1,0,1
486,Model_1,,0,2,1,0,1,2,2,1,0,0,0,1,1,0,0,0,2,1,1,0,1
655,Model_1,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,2,1,0,1
702,Model_1,,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1
612,Model_1,,0,0,0,0,1,1,2,0,0,0,1,1,1,0,0,1,2,0,0,0,1
1564,Model_1,,0,1,0,1,1,0,0,1,0,0,1,2,1,0,0,1,1,0,2,1,0
564,Model_1,,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1
575,Model_1,,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
598,Model_1,,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1
699,Model_1,,1,0,0,1,0,0,2,2,0,0,0,1,1,0,0,0,1,0,0,0,1
768,Model_1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1
770,Model_1,,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1
463,Model_1,,0,1,1,1,0,1,2,0,0,0,0,1,1,0,0,1,1,0,1,0,1
676,Model_1,,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
686,Model_1,,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
732,Model_1,,0,1,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
508,Model_1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,2,0,0,0,1
609,Model_1,,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,2,0,1,0,0,1
771,Model_1,,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
658,Model_1,,0,1,0,0,0,2,2,1,0,2,2,2,0,0,0,0,0,0,0,0,1
447,Model_1,,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1
467,Model_1,,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,1
580,Model_1,,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1
444,Model_1,,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
762,Model_1,,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,0,0,1
519,Model_1,,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,2,1,0,1
521,Model_1,,0,0,0,1,0,1,2,0,0,0,0,1,0,0,2,0,2,0,0,0,1
652,Model_1,,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,1,1,1,1,0,1
759,Model_1,,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1
646,Model_1,,0,1,0,1,0,1,2,0,0,0,0,2,0,0,0,1,0,0,1,0,1
758,Model_1,,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1
631,Model_1,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1
624,Model_1,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
694,Model_1,,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1
585,Model_1,,0,2,1,0,0,1,0,2,0,1,0,0,0,0,2,0,1,1,1,0,1
737,Model_1,,0,1,1,0,0,1,0,0,0,1,1,1,0,1,2,1,2,1,1,0,1
763,Model_1,,0,1,1,0,0,1,2,0,0,1,1,1,0,1,0,0,1,2,1,0,1
656,Model_1,,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1
671,Model_1,,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
724,Model_1,,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
669,Model_1,,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,1,2,1,1,0,1
558,Model_1,,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1
662,Model_1,,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1
725,Model_1,,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
635,Model_1,,1,1,1,0,0,0,1,1,0,1,0,1,0,1,2,0,2,0,0,0,1
606,Model_1,,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1
464,Model_1,,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
712,Model_1,,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
793,Model_1,,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
426,Model_1,,2,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,1
790,Model_1,,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,Model_1,,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,2,0,1,0,1
649,Model_1,,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
695,Model_1,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
553,Model_1,,0,1,0,0,0,0,1,2,0,0,2,1,0,0,0,0,2,2,0,0,1
767,Model_1,,0,1,0,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,0,1
561,Model_1,,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,2,0,0,0,1
504,Model_1,,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1
570,Model_1,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,1,0,1
502,Model_1,,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,1
782,Model_1,,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1
432,Model_1,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1
654,Model_1,,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
534,Model_1,,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,1
503,Model_1,,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,2,0,0,0,1
408,Model_1,,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
611,Model_1,,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,1
674,Model_1,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
466,Model_1,,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1
633,Model_1,,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,2,0,0,0,1
535,Model_1,,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,1
546,Model_1,,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1
547,Model_1,,0,0,0,1,0,2,1,2,0,0,0,1,0,0,0,1,1,0,0,0,1
648,Model_1,,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
488,Model_1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1
641,Model_1,,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,2,2,2,0,0,1
586,Model_1,,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,2,1,1,0,1
588,Model_1,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1
696,Model_1,,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
746,Model_1,,0,0,0,1,0,1,1,0,0,0,2,1,0,2,0,2,1,0,1,0,1
473,Model_1,,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
659,Model_1,,0,1,1,1,0,1,1,1,0,0,2,1,0,0,0,1,1,0,0,0,1
736,Model_1,,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
446,Model_1,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
766,Model_1,,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
777,Model_1,,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1
458,Model_1,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
660,Model_1,,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1
451,Model_1,,0,1,0,1,0,0,0,2,0,0,1,0,0,0,2,2,1,0,0,0,1
496,Model_1,,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1
636,Model_1,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,1,0,0,1
583,Model_1,,0,2,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
495,Model_1,,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
599,Model_1,,0,1,0,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
438,Model_1,,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,2,1,0,1
728,Model_1,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
427,Model_1,,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1
415,Model_1,,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1
552,Model_1,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
572,Model_1,,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
670,Model_1,,0,2,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
411,Model_1,,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1
718,Model_1,,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1
577,Model_1,,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
753,Model_1,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
569,Model_1,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
403,Model_1,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
484,Model_1,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
726,Model_1,,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1
754,Model_1,,0,2,1,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,0,1
761,Model_1,,0,1,0,0,0,1,1,1,0,0,0,2,0,0,2,1,0,0,0,0,1
507,Model_1,,0,2,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1
645,Model_1,,0,1,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1
739,Model_1,,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1
505,Model_1,,0,0,1,1,0,0,2,0,0,0,1,2,0,0,0,1,1,1,1,0,1
781,Model_1,,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1
709,Model_1,,1,0,1,1,0,2,1,0,0,0,0,2,0,0,2,1,1,1,1,0,1
462,Model_1,,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,1,1,0,1
713,Model_1,,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,1,0,1
596,Model_1,,0,2,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1
637,Model_1,,0,1,0,0,1,0,1,1,0,0,1,2,0,0,0,1,2,1,0,0,1
755,Model_1,,0,1,0,0,1,0,1,1,0,1,1,2,0,0,0,0,1,0,0,0,1
795,Model_1,,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1
722,Model_1,,0,2,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1
567,Model_1,,0,2,0,0,0,0,1,0,0,0,0,2,0,1,2,0,1,0,1,0,1
454,Model_1,,0,1,0,1,1,1,0,1,0,0,0,2,0,0,2,1,2,0,1,0,1
528,Model_1,,0,1,1,1,1,0,2,1,0,0,1,2,0,1,0,0,1,1,1,0,1
747,Model_1,,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1
706,Model_1,,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,1
740,Model_1,,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
405,Model_1,,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
556,Model_1,,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
773,Model_1,,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1
591,Model_1,,1,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1
707,Model_1,,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
401,Model_1,,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
465,Model_1,,0,1,0,1,1,1,2,0,0,0,1,0,0,1,0,0,2,1,0,0,1
765,Model_1,,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
710,Model_1,,0,1,0,0,2,1,1,0,0,0,0,1,0,0,2,0,1,1,0,0,1
525,Model_1,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
532,Model_1,,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1
593,Model_1,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
479,Model_1,,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,1,0,1,0,1
559,Model_1,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
524,Model_1,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
642,Model_1,,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1
540,Model_1,,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1
693,Model_1,,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1
788,Model_1,,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1
780,Model_1,,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,2,0,0,1
487,Model_1,,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
601,Model_1,,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
429,Model_1,,0,0,0,2,1,0,2,1,0,0,1,1,0,1,2,2,0,0,0,0,1
492,Model_1,,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,2,1,0,0,1
730,Model_1,,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
497,Model_1,,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
794,Model_1,,0,1,0,1,1,1,2,1,0,0,0,1,0,0,0,0,2,0,1,0,1
